sequence_name	coding_score	classification
XR_382621.2	0.05347	noncoding
XR_386665.2	0.12787	noncoding
XR_865833.2	0.06226	noncoding
XR_001780521.1	0.05360	noncoding
XR_001782652.1	0.07555	noncoding
XR_001784695.1	0.78530	coding
XR_001778288.1	0.02284	noncoding
XR_003949633.1	0.03816	noncoding
XR_003950704.1	0.07929	noncoding
XR_874379.3	0.02423	noncoding
XR_001781661.2	0.04623	noncoding
XR_879182.3	0.06228	noncoding
XR_870938.2	0.38360	noncoding
XR_379802.3	0.09757	noncoding
NM_001001332.2	0.97913	coding
NM_001079933.2	0.72821	coding
XR_381433.1	0.49070	noncoding
XR_870320.1	0.09323	noncoding
XR_872237.1	0.07585	noncoding
XR_873157.1	0.01397	noncoding
XR_876314.1	0.01792	noncoding
XR_385917.3	0.06831	noncoding
XR_003955868.1	0.04874	noncoding
XR_869299.2	0.02668	noncoding
NR_045348.1	0.01323	noncoding
XR_378059.1	0.24962	noncoding
XR_387966.1	0.12939	noncoding
XR_386963.1	0.27856	noncoding
XR_869527.1	0.01635	noncoding
XR_001780523.1	0.01628	noncoding
XR_001780851.1	0.04865	noncoding
XR_001780987.1	0.82459	coding
XR_001781694.1	0.04080	noncoding
NM_001357782.1	0.97659	coding
NR_157092.1	0.09525	noncoding
XR_381721.2	0.46189	noncoding
XM_030249761.1	0.96399	coding
XR_376655.2	0.22736	noncoding
XR_003955392.1	0.03265	noncoding
XR_001785017.2	0.01942	noncoding
XR_389448.2	0.89835	coding
NR_040568.1	0.03946	noncoding
NM_001253802.1	0.89237	coding
XR_869569.1	0.14011	noncoding
XR_869941.1	0.03115	noncoding
XR_877630.1	0.07700	noncoding
XR_386649.2	0.06804	noncoding
NR_131173.1	0.14771	noncoding
XR_003950155.1	0.04345	noncoding
XR_001781394.2	0.02354	noncoding
XR_001783319.2	0.08110	noncoding
XR_868549.2	0.02886	noncoding
XR_003948092.1	0.06095	noncoding
NM_001378741.1	0.73809	coding
NR_166713.1	0.12245	noncoding
NR_026561.1	0.06841	noncoding
NR_046197.1	0.09677	noncoding
XR_378370.1	0.15258	noncoding
NM_033596.3	0.99431	coding
XR_872664.1	0.01594	noncoding
XR_875929.1	0.05692	noncoding
XM_017314076.1	0.40659	noncoding
XR_001779691.1	0.02189	noncoding
NR_151453.1	0.01509	noncoding
XR_003951154.1	0.03237	noncoding
XR_003954075.1	0.00950	noncoding
NM_007751.3	0.96356	coding
NR_033467.1	0.56104	coding
NM_001191018.1	0.90972	coding
XR_380150.1	0.02579	noncoding
XR_386130.1	0.17870	noncoding
XR_382011.3	0.05883	noncoding
XR_001781424.1	0.02011	noncoding
NM_001355520.1	0.98871	coding
NM_001370863.1	0.83142	coding
NM_175655.3	0.98572	coding
XR_871836.3	0.08008	noncoding
XR_873328.3	0.02879	noncoding
XR_383893.3	0.01801	noncoding
XR_003954041.1	0.01533	noncoding
XR_882293.2	0.65213	coding
XR_882377.3	0.10331	noncoding
XR_375766.1	0.12336	noncoding
XR_380911.1	0.18955	noncoding
XR_390155.1	0.21215	noncoding
XR_383594.2	0.07849	noncoding
XR_385768.2	0.01759	noncoding
XR_001781697.1	0.06373	noncoding
XR_001783593.1	0.04888	noncoding
XR_390456.3	0.07473	noncoding
XR_001779335.1	0.03821	noncoding
NR_028363.2	0.35187	noncoding
XR_001779770.2	0.10753	noncoding
XR_003948937.1	0.11315	noncoding
XM_030245432.1	0.10154	noncoding
XR_387488.2	0.02042	noncoding
XR_881544.1	0.13251	noncoding
XR_878729.1	0.29327	noncoding
XR_874888.1	0.04660	noncoding
NR_131207.1	0.08386	noncoding
XR_001780530.1	0.07570	noncoding
XR_875322.2	0.17195	noncoding
XR_001781695.1	0.03050	noncoding
XR_003949579.1	0.01123	noncoding
XR_880292.2	0.44940	noncoding
XR_003951863.1	0.00914	noncoding
XR_003951870.1	0.18446	noncoding
XR_003953928.1	0.09796	noncoding
XR_003955953.1	0.03261	noncoding
XR_870257.2	0.77352	coding
XR_001779339.2	0.43699	noncoding
XR_001779364.2	0.04557	noncoding
XR_003953227.1	0.06437	noncoding
NM_199067.1	0.84136	coding
NM_001177347.1	0.63119	coding
XM_156070.2	0.88675	coding
XR_879819.1	0.02823	noncoding
XR_877320.1	0.22103	noncoding
XR_001779706.1	0.04991	noncoding
XR_380772.2	0.03419	noncoding
XR_001781235.1	0.34566	noncoding
NM_183039.4	0.47628	noncoding
XR_001779659.2	0.11717	noncoding
XR_874837.3	0.17164	noncoding
XR_003952377.1	0.16817	noncoding
XR_003947589.1	0.01075	noncoding
XR_003948351.1	0.02972	noncoding
NR_046007.1	0.26411	noncoding
NR_102437.1	0.03852	noncoding
XR_881928.1	0.04978	noncoding
XR_876078.1	0.02412	noncoding
XR_877925.1	0.01444	noncoding
XR_001785445.1	0.14157	noncoding
XR_001779306.1	0.06586	noncoding
NR_151743.1	0.22072	noncoding
XR_872358.3	0.54449	coding
XR_382806.4	0.01709	noncoding
XR_003952336.1	0.70615	coding
XR_003954037.1	0.01539	noncoding
XR_880578.2	0.50082	coding
XR_870927.2	0.14388	noncoding
XR_871882.2	0.05554	noncoding
XR_003953372.1	0.70615	coding
XR_882477.2	0.05554	noncoding
XM_006523135.1	0.29065	noncoding
XR_881543.1	0.11526	noncoding
XR_870730.1	0.01720	noncoding
XR_001781251.1	0.01905	noncoding
XR_877118.2	0.05453	noncoding
XR_003948869.1	0.01808	noncoding
XR_874221.3	0.05683	noncoding
XR_003948240.1	0.04943	noncoding
NR_166820.1	0.02605	noncoding
NR_003492.2	0.16297	noncoding
NR_033786.1	0.02283	noncoding
NM_001270431.1	0.73447	coding
NM_001270432.1	0.73447	coding
XR_866192.1	0.06338	noncoding
XR_868501.1	0.00806	noncoding
XR_003950098.1	0.09320	noncoding
XR_875318.3	0.93364	coding
XR_376048.3	0.10800	noncoding
XR_003946738.1	0.11049	noncoding
XR_001783123.2	0.93364	coding
NR_166708.1	0.04946	noncoding
NM_001177528.1	0.94760	coding
NR_040512.1	0.05141	noncoding
XR_377979.1	0.03755	noncoding
XR_384326.1	0.07800	noncoding
XR_865680.1	0.05577	noncoding
XR_001783961.1	0.34839	noncoding
XR_001785041.1	0.90444	coding
XR_388036.3	0.05240	noncoding
NR_149256.1	0.05527	noncoding
XR_003947774.1	0.21199	noncoding
XR_003949842.1	0.05229	noncoding
XR_876905.2	0.03657	noncoding
XR_003953864.1	0.11905	noncoding
NR_168024.1	0.05626	noncoding
NM_001256051.1	0.25891	noncoding
XR_379710.1	0.03496	noncoding
NM_178208.2	0.97960	coding
XR_867042.1	0.03167	noncoding
XR_879204.1	0.87791	coding
XR_870731.1	0.02416	noncoding
NR_130997.1	0.06108	noncoding
XR_001780889.1	0.00778	noncoding
XR_385436.3	0.04487	noncoding
XR_003953947.1	0.28390	noncoding
XR_001779340.2	0.50303	coding
NM_001190258.1	0.77689	coding
XR_870587.1	0.02935	noncoding
XR_874381.1	0.02135	noncoding
XR_877977.1	0.15329	noncoding
XR_001779579.1	0.18701	noncoding
XR_001781698.1	0.03164	noncoding
XR_001782438.1	0.05672	noncoding
XR_003950986.1	0.27200	noncoding
XR_388053.2	0.02080	noncoding
XR_878041.1	0.02331	noncoding
XR_001779688.1	0.02961	noncoding
XR_003948916.1	0.04914	noncoding
XR_380815.4	0.02900	noncoding
XR_381605.3	0.08119	noncoding
XR_872920.2	0.02688	noncoding
XR_383542.4	0.05445	noncoding
XR_003952568.1	0.13711	noncoding
XR_003953836.1	0.04133	noncoding
XR_003953660.1	0.13711	noncoding
NR_028042.1	0.11058	noncoding
XR_380053.1	0.29584	noncoding
NM_010039.2	0.93386	coding
XR_878710.1	0.04055	noncoding
XR_869486.1	0.58538	coding
XR_875601.1	0.23069	noncoding
XR_001784852.1	0.00734	noncoding
XR_003949647.1	0.11863	noncoding
XR_003951153.1	0.05787	noncoding
XR_377783.3	0.00457	noncoding
XR_001778535.2	0.02571	noncoding
NM_183272.2	0.88987	coding
NR_045467.1	0.03475	noncoding
XR_389304.3	0.12597	noncoding
XR_001778121.1	0.12865	noncoding
XR_865748.2	0.04152	noncoding
XR_003952405.1	0.17947	noncoding
XR_877181.2	0.11415	noncoding
XR_003956276.1	0.00819	noncoding
XR_377638.3	0.04117	noncoding
NM_027015.4	0.71197	coding
NR_038152.1	0.23622	noncoding
NM_001253803.1	0.88411	coding
XR_866651.1	0.09548	noncoding
XR_879057.1	0.05114	noncoding
XR_001779689.1	0.02979	noncoding
NM_001164044.2	0.89769	coding
XR_003947810.1	0.05931	noncoding
XM_011244283.3	0.98514	coding
NM_007845.3	0.60008	coding
NR_126428.1	0.03108	noncoding
XR_373235.2	0.33951	noncoding
XR_881295.1	0.01248	noncoding
XR_377150.2	0.28322	noncoding
XR_387069.2	0.01535	noncoding
XR_880277.3	0.02154	noncoding
XR_003950624.1	0.17952	noncoding
XR_874674.2	0.00885	noncoding
XR_003954080.1	0.01443	noncoding
XR_869411.3	0.32725	noncoding
XR_882571.2	0.32725	noncoding
XR_869196.1	0.02123	noncoding
XR_870186.1	0.12025	noncoding
XR_873113.1	0.18141	noncoding
XR_882497.1	0.02123	noncoding
XR_001782649.1	0.02275	noncoding
XR_001780093.2	0.05580	noncoding
XR_003949836.1	0.02822	noncoding
XR_876096.3	0.12964	noncoding
XM_030253371.1	0.79447	coding
XR_390685.2	0.01763	noncoding
XR_870985.3	0.02089	noncoding
XR_882538.3	0.71276	coding
NM_183278.2	0.93943	coding
XR_870471.1	0.64247	coding
XR_872004.1	0.03243	noncoding
XR_001780844.1	0.14385	noncoding
NR_155437.1	0.48943	noncoding
NM_001364009.1	0.88842	coding
NM_001270541.2	0.57065	coding
XM_017314227.2	0.91159	coding
XR_003951565.1	0.20686	noncoding
XR_001783231.2	0.07632	noncoding
XR_881259.3	0.20522	noncoding
XR_882227.2	0.03686	noncoding
XR_377682.1	0.77819	coding
XR_380245.1	0.02706	noncoding
XR_384987.2	0.21222	noncoding
XR_387693.3	0.04192	noncoding
XR_001784065.2	0.01221	noncoding
XR_880576.2	0.14027	noncoding
XR_388591.1	0.10325	noncoding
XR_867626.1	0.01455	noncoding
XR_868171.1	0.05869	noncoding
XR_879128.1	0.04940	noncoding
XR_874803.1	0.10417	noncoding
NR_130999.1	0.72740	coding
XR_003949678.1	0.09301	noncoding
XR_867692.2	0.03937	noncoding
XR_881461.3	0.10879	noncoding
XR_003955907.1	0.04075	noncoding
XR_869618.2	0.04532	noncoding
XR_883409.2	0.04532	noncoding
XR_882437.3	0.10879	noncoding
NR_166047.1	0.11084	noncoding
XR_379743.1	0.18055	noncoding
XR_384723.1	0.02143	noncoding
XR_386843.1	0.03993	noncoding
XR_878997.1	0.05288	noncoding
XR_389204.2	0.09078	noncoding
XR_001784423.1	0.01296	noncoding
XR_001783056.1	0.02984	noncoding
NR_153831.1	0.39274	noncoding
NM_183038.3	0.13323	noncoding
XR_388982.2	0.02213	noncoding
XR_003952406.1	0.17063	noncoding
XR_375424.1	0.45943	noncoding
XR_383959.1	0.71667	coding
NR_126462.1	0.25178	noncoding
XR_376094.2	0.02189	noncoding
XR_877035.1	0.65136	coding
XR_001781666.1	0.03012	noncoding
NM_023211.5	0.88351	coding
XR_384886.3	0.31676	noncoding
XR_003954025.1	0.12080	noncoding
XR_866363.2	0.01900	noncoding
XR_375756.3	0.02552	noncoding
XR_003946846.1	0.04554	noncoding
XR_001778748.2	0.02812	noncoding
XR_003953520.1	0.71667	coding
NR_166534.1	0.17713	noncoding
XR_868222.1	0.04213	noncoding
XR_881827.1	0.02067	noncoding
XR_382839.3	0.10990	noncoding
XR_001783790.1	0.68309	coding
XR_001785375.1	0.01529	noncoding
NM_001039123.2	0.16207	noncoding
XR_872116.2	0.06730	noncoding
XR_383622.4	0.02802	noncoding
XR_876744.2	0.01815	noncoding
XR_003955778.1	0.01801	noncoding
XR_003948270.1	0.16988	noncoding
XR_003948344.1	0.29571	noncoding
XR_866795.1	0.20325	noncoding
XR_867054.1	0.17928	noncoding
XR_871580.1	0.10567	noncoding
XR_387095.2	0.24221	noncoding
NR_131043.1	0.65068	coding
NR_157240.1	0.01848	noncoding
XR_001780088.2	0.46096	noncoding
XR_003951222.1	0.02355	noncoding
NR_165298.1	0.13996	noncoding
XR_391279.1	0.00997	noncoding
XR_384965.1	0.05196	noncoding
XR_869016.1	0.04821	noncoding
XR_869808.1	0.03459	noncoding
XR_391002.3	0.04672	noncoding
XR_868822.2	0.08333	noncoding
XR_001785441.1	0.26799	noncoding
XR_380897.2	0.03198	noncoding
XR_873508.2	0.32466	noncoding
XR_870955.3	0.01380	noncoding
XR_882541.3	0.69590	coding
XR_882542.3	0.68426	coding
NM_001379477.1	0.73012	coding
NM_001177348.1	0.80078	coding
NM_001039125.2	0.31251	noncoding
XR_381636.1	0.58497	coding
XR_872154.1	0.04215	noncoding
XR_382567.2	0.03228	noncoding
XR_383509.2	0.01808	noncoding
XR_001779530.1	0.07097	noncoding
XR_001778351.1	0.01084	noncoding
XR_381233.4	0.13934	noncoding
XR_001780983.2	0.12334	noncoding
XR_003946718.1	0.14176	noncoding
XR_377737.1	0.08669	noncoding
XR_383713.1	0.21784	noncoding
XR_385682.1	0.09748	noncoding
XR_880497.1	0.05297	noncoding
XR_872784.1	0.10890	noncoding
XR_386801.2	0.61117	coding
XR_001778365.1	0.02747	noncoding
XR_003953863.1	0.08197	noncoding
XR_868098.3	0.06829	noncoding
NR_045898.2	0.29457	noncoding
XR_376601.1	0.05431	noncoding
XR_881920.1	0.03392	noncoding
XR_869924.1	0.09286	noncoding
XR_870344.1	0.03622	noncoding
XR_870398.1	0.13864	noncoding
XR_874946.1	0.18702	noncoding
XR_386936.2	0.02132	noncoding
XR_001783477.1	0.81337	coding
XR_389303.3	0.13275	noncoding
XR_379514.2	0.03942	noncoding
XR_003951095.1	0.01808	noncoding
XR_003951133.1	0.07573	noncoding
XR_866880.2	0.02094	noncoding
XR_377011.4	0.00692	noncoding
XR_003956452.1	0.65301	coding
NR_040467.1	0.02524	noncoding
XR_386961.1	0.23979	noncoding
XR_865660.1	0.02178	noncoding
XR_880532.1	0.11397	noncoding
XR_870151.1	0.48349	noncoding
XR_873224.1	0.01786	noncoding
XR_874114.1	0.86943	coding
XR_877468.1	0.02558	noncoding
XR_001781236.1	0.23791	noncoding
XR_881338.2	0.01918	noncoding
XR_001780125.2	0.11859	noncoding
XR_003950556.1	0.68499	coding
XR_874535.3	0.14352	noncoding
XR_877744.2	0.61706	coding
XR_866853.2	0.00759	noncoding
XR_003955726.1	0.60138	coding
XR_003956404.1	0.05335	noncoding
XM_030242648.1	0.88308	coding
XR_881895.3	0.64564	coding
NR_040726.1	0.30899	noncoding
XR_382842.1	0.13068	noncoding
XR_871354.1	0.16771	noncoding
XR_879981.2	0.02949	noncoding
XR_872820.2	0.16457	noncoding
XR_001781244.2	0.38914	noncoding
XR_875463.3	0.02259	noncoding
XR_003951632.1	0.07315	noncoding
XR_003952567.1	0.11161	noncoding
XR_881265.3	0.12598	noncoding
XR_003955723.1	0.08255	noncoding
XR_882463.2	0.02949	noncoding
XR_003953659.1	0.11161	noncoding
XR_387491.2	0.21997	noncoding
XR_871017.1	0.09679	noncoding
XR_001782650.1	0.05382	noncoding
XR_868828.2	0.73450	coding
XR_003950915.1	0.37024	noncoding
XR_375287.2	0.36568	noncoding
XR_003953374.1	0.03178	noncoding
XR_375985.1	0.17554	noncoding
XR_867573.1	0.06062	noncoding
XR_881171.1	0.05990	noncoding
XR_874685.1	0.22787	noncoding
XR_877746.1	0.03287	noncoding
XR_001779898.1	0.02469	noncoding
XR_379585.2	0.02171	noncoding
XR_387259.3	0.03516	noncoding
XR_388651.3	0.04627	noncoding
XR_003952631.1	0.42927	noncoding
XR_373966.3	0.16630	noncoding
NM_001378521.1	0.93937	coding
NM_181683.2	0.68486	coding
XR_878639.1	0.10837	noncoding
XR_872080.1	0.06358	noncoding
XR_873343.1	0.19876	noncoding
XR_389244.3	0.02181	noncoding
NM_001177526.1	0.97285	coding
XM_003084588.1	0.98938	coding
XR_377046.1	0.00961	noncoding
XR_379995.1	0.14386	noncoding
XR_380313.1	0.16685	noncoding
XR_870338.1	0.08540	noncoding
XR_391277.3	0.29669	noncoding
NM_001349093.1	0.85099	coding
NR_155282.1	0.04797	noncoding
NM_025348.3	0.94860	coding
XR_872388.2	0.03970	noncoding
XR_873702.2	0.88552	coding
XR_003950575.1	0.13183	noncoding
XR_874162.3	0.24245	noncoding
XR_867693.2	0.09707	noncoding
XM_030253990.1	0.98938	coding
XR_378720.3	0.08477	noncoding
XR_003953508.1	0.03089	noncoding
NM_001378656.1	0.86024	coding
XR_869821.1	0.02237	noncoding
XR_001779687.1	0.01959	noncoding
XR_001779737.2	0.13589	noncoding
XR_003950554.1	0.04132	noncoding
XR_003952930.1	0.05709	noncoding
XR_003954700.1	0.07034	noncoding
XR_373346.1	0.01799	noncoding
XR_865590.1	0.05142	noncoding
XR_387111.2	0.02096	noncoding
XR_001782880.1	0.05094	noncoding
XR_865329.2	0.19734	noncoding
XR_385060.3	0.26350	noncoding
XR_379807.4	0.00526	noncoding
NM_001102665.1	0.93035	coding
NM_001281530.1	0.55136	coding
XR_375732.1	0.02204	noncoding
XR_391569.2	0.01133	noncoding
XR_872003.1	0.04300	noncoding
XR_875325.1	0.01232	noncoding
XR_873107.2	0.11786	noncoding
XM_006535349.3	0.95120	coding
XR_878434.2	0.01922	noncoding
XR_003955925.1	0.28252	noncoding
NM_013756.2	0.49751	noncoding
XR_384919.1	0.69032	coding
XR_872890.1	0.45413	noncoding
XR_877075.1	0.53643	coding
XR_001780129.1	0.01959	noncoding
XR_003949634.1	0.06031	noncoding
XR_003950184.1	0.07316	noncoding
XR_383424.2	0.37042	noncoding
XR_383512.3	0.05319	noncoding
XR_003951945.1	0.20127	noncoding
XR_001782717.2	0.06032	noncoding
XR_003953893.1	0.05607	noncoding
XR_869246.3	0.33770	noncoding
XR_003948200.1	0.15698	noncoding
NR_105027.1	0.56743	coding
XR_868765.1	0.08995	noncoding
XR_882046.1	0.23883	noncoding
XR_869833.1	0.21929	noncoding
XR_876776.1	0.68745	coding
XR_385755.2	0.01929	noncoding
XR_865666.2	0.01567	noncoding
NR_152117.1	0.03259	noncoding
XR_003949552.1	0.02478	noncoding
XR_001780850.2	0.01720	noncoding
XR_001784277.2	0.04010	noncoding
XR_377177.3	0.01554	noncoding
XR_377691.3	0.02170	noncoding
XR_870064.3	0.05467	noncoding
XR_870897.2	0.28898	noncoding
NR_166050.1	0.58974	coding
NR_027885.1	0.44446	noncoding
NR_038039.1	0.03094	noncoding
NM_001281470.1	0.71109	coding
XR_378599.1	0.26439	noncoding
XR_375066.2	0.56692	coding
XR_389766.2	0.06431	noncoding
XR_882207.1	0.11230	noncoding
XR_872680.1	0.18101	noncoding
XR_877597.1	0.08387	noncoding
XR_001785047.1	0.17154	noncoding
XR_003953821.1	0.12383	noncoding
XR_003955365.1	0.04597	noncoding
XR_003955982.1	0.21170	noncoding
XR_003953298.1	0.01631	noncoding
NR_046169.1	0.03844	noncoding
XR_381054.1	0.05220	noncoding
XR_383678.1	0.13967	noncoding
XR_866518.1	0.05238	noncoding
XR_872785.1	0.46450	noncoding
XR_001781595.1	0.01623	noncoding
XR_003949580.1	0.25228	noncoding
XR_003949766.1	0.04462	noncoding
XR_003950987.1	0.06092	noncoding
XR_876727.2	0.01945	noncoding
NR_167664.1	0.44751	noncoding
XR_878055.1	0.74031	coding
XR_877463.2	0.00517	noncoding
XR_001783480.1	0.01245	noncoding
XR_880156.3	0.07359	noncoding
XR_872681.2	0.37893	noncoding
XR_874658.2	0.02904	noncoding
XR_875389.2	0.32965	noncoding
XR_003954834.1	0.01766	noncoding
XR_880414.3	0.02365	noncoding
XR_003948077.1	0.55531	coding
XM_003084678.1	0.66575	coding
NR_038001.1	0.07055	noncoding
XR_376252.1	0.89362	coding
XR_880022.1	0.44589	noncoding
XR_873671.3	0.02270	noncoding
XR_003955910.1	0.03844	noncoding
NM_139219.2	0.93970	coding
NR_046170.1	0.04675	noncoding
NR_046191.1	0.22291	noncoding
XR_384311.1	0.02258	noncoding
XR_373354.2	0.12786	noncoding
XR_878480.1	0.02940	noncoding
XR_865657.1	0.26631	noncoding
XR_867687.1	0.73094	coding
XR_382655.2	0.02571	noncoding
XR_001784058.1	0.03174	noncoding
XR_003948724.1	0.02888	noncoding
XR_871849.2	0.02382	noncoding
XR_867046.2	0.08046	noncoding
NR_136890.1	0.10336	noncoding
XR_001780569.1	0.88285	coding
XR_872853.2	0.03842	noncoding
XR_867346.3	0.17894	noncoding
XR_001785273.2	0.02582	noncoding
NM_139221.2	0.12521	noncoding
NR_045045.1	0.09016	noncoding
XR_883653.1	0.02272	noncoding
XR_869626.1	0.02272	noncoding
XR_882400.1	0.02315	noncoding
XR_869362.2	0.49941	noncoding
NR_151742.1	0.78777	coding
XR_003948556.1	0.05724	noncoding
XR_385026.3	0.01563	noncoding
XR_877853.2	0.22712	noncoding
NM_001378525.1	0.74187	coding
NR_166788.1	0.02686	noncoding
XR_866613.1	0.02502	noncoding
XR_868223.1	0.08441	noncoding
XM_006521645.2	0.29039	noncoding
XR_877913.1	0.31552	noncoding
XR_386095.3	0.05320	noncoding
XR_374802.2	0.05392	noncoding
XR_870432.2	0.10852	noncoding
NM_007507.3	0.98250	coding
XR_003950230.1	0.54363	coding
XR_876200.2	0.02096	noncoding
XR_003947619.1	0.04058	noncoding
XR_870523.3	0.03112	noncoding
NR_168023.1	0.07609	noncoding
NM_175103.3	0.98229	coding
XR_376150.1	0.06800	noncoding
XR_389053.1	0.10708	noncoding
XR_880429.1	0.05259	noncoding
XR_870549.1	0.03260	noncoding
XR_381145.2	0.32650	noncoding
XR_876006.1	0.02835	noncoding
XR_865460.2	0.01737	noncoding
NR_151735.1	0.38707	noncoding
XR_876993.3	0.05651	noncoding
XR_866662.2	0.02211	noncoding
NM_001113395.1	0.43749	noncoding
NM_001005418.1	0.32727	noncoding
NM_001177569.1	0.43749	noncoding
XR_382285.1	0.03635	noncoding
XR_868359.1	0.01980	noncoding
XR_873259.1	0.71751	coding
XR_875916.1	0.02426	noncoding
XR_384704.2	0.07667	noncoding
XR_001779690.1	0.07517	noncoding
XR_001784068.1	0.01733	noncoding
XR_881572.2	0.01060	noncoding
XR_869939.3	0.62187	coding
XR_003953563.1	0.07517	noncoding
NM_001378527.1	0.72162	coding
XR_867043.1	0.02614	noncoding
XR_879137.1	0.11143	noncoding
XR_382568.2	0.01406	noncoding
XR_384121.2	0.01910	noncoding
XR_385640.2	0.27871	noncoding
XR_866162.2	0.06544	noncoding
XR_380610.3	0.18555	noncoding
XR_872357.3	0.78859	coding
XR_001783279.2	0.04135	noncoding
XR_003954454.1	0.02955	noncoding
XR_003955995.1	0.03930	noncoding
XR_388208.3	0.03074	noncoding
NM_001190732.1	0.03415	noncoding
XR_389113.1	0.02441	noncoding
XR_867738.1	0.18468	noncoding
XR_386880.2	0.23762	noncoding
XR_387289.3	0.04790	noncoding
XR_376433.3	0.02722	noncoding
NM_001048057.2	0.98164	coding
XR_001780853.2	0.02955	noncoding
XR_875035.3	0.01396	noncoding
XR_875641.3	0.49211	noncoding
XR_374797.3	0.05391	noncoding
XM_006537540.4	0.87486	coding
XR_003955164.1	0.02475	noncoding
NR_030687.1	0.17824	noncoding
XR_375369.1	0.24193	noncoding
XR_377578.1	0.12237	noncoding
XR_865206.1	0.06449	noncoding
XR_389788.2	0.55228	coding
XR_871648.1	0.02537	noncoding
XR_877439.1	0.01151	noncoding
NR_151744.1	0.87699	coding
NM_001378662.1	0.38650	noncoding
NM_139222.3	0.79568	coding
NR_040574.1	0.51228	coding
XR_867619.1	0.00706	noncoding
XR_870797.1	0.13425	noncoding
XR_871064.1	0.03712	noncoding
XR_001780524.1	0.02943	noncoding
XR_001781438.1	0.02085	noncoding
XR_879948.2	0.05445	noncoding
XR_003949658.1	0.02080	noncoding
XR_003951879.1	0.02888	noncoding
XR_876119.3	0.62801	coding
XR_386229.2	0.03313	noncoding
NM_001114529.1	0.98805	coding
NM_001167584.1	0.66203	coding
NM_183026.2	0.49837	noncoding
XR_377902.1	0.03355	noncoding
XR_878590.1	0.05906	noncoding
XR_877549.2	0.05607	noncoding
XR_867039.2	0.01775	noncoding
XR_387342.3	0.33491	noncoding
XR_001780091.2	0.44434	noncoding
XR_003951567.1	0.24585	noncoding
XR_003955997.1	0.04051	noncoding
XR_001778066.2	0.01903	noncoding
NR_040660.1	0.10482	noncoding
XR_390634.1	0.02764	noncoding
XR_389855.1	0.02764	noncoding
XR_373869.2	0.01861	noncoding
XR_882603.1	0.39613	noncoding
XR_001779349.1	0.04011	noncoding
NR_155423.1	0.12791	noncoding
XR_873719.2	0.01617	noncoding
XR_376168.3	0.09827	noncoding
XR_003956451.1	0.80561	coding
XR_378524.3	0.02677	noncoding
NR_166536.1	0.02131	noncoding
